date,sales
4/4/2022,55
4/5/2022,51
4/6/2022,51
4/7/2022,64
4/8/2022,48
4/9/2022,61
4/10/2022,42
4/11/2022,49
4/12/2022,44
4/13/2022,45
4/14/2022,52
4/15/2022,58
4/16/2022,58
4/17/2022,43
4/18/2022,62
4/19/2022,38
4/20/2022,55
4/21/2022,56
4/22/2022,67
4/23/2022,56
4/24/2022,41
4/25/2022,28
4/26/2022,54
4/27/2022,51
4/28/2022,50
4/29/2022,59
4/30/2022,62
5/1/2022,36
5/2/2022,39
5/3/2022,52
5/4/2022,44
5/5/2022,57
5/6/2022,66
5/7/2022,67
5/8/2022,41
5/9/2022,47
5/10/2022,43
5/11/2022,50
5/12/2022,50
5/13/2022,63
5/14/2022,60
5/15/2022,53
5/16/2022,61
5/17/2022,61
5/18/2022,49
5/19/2022,61
5/20/2022,63
5/21/2022,66
5/22/2022,54
5/23/2022,35
5/24/2022,53
5/25/2022,56
5/26/2022,66
5/27/2022,58
5/28/2022,66
5/29/2022,39
5/30/2022,51
5/31/2022,50
6/1/2022,51
6/2/2022,45
6/3/2022,57
6/4/2022,76
6/5/2022,46
6/6/2022,51
6/7/2022,51
6/8/2022,49
6/9/2022,76
6/10/2022,58
6/11/2022,60
6/12/2022,41
6/13/2022,51
6/14/2022,54
6/15/2022,73
6/16/2022,58
6/17/2022,59
6/18/2022,73
6/19/2022,49
6/20/2022,53
6/21/2022,49
6/22/2022,54
6/23/2022,60
6/24/2022,58
6/25/2022,56
6/26/2022,46
6/27/2022,58
6/28/2022,72
6/29/2022,50
6/30/2022,59
7/1/2022,64
7/2/2022,79
7/3/2022,59
7/4/2022,65
7/5/2022,60
7/6/2022,67
7/7/2022,73
7/8/2022,58
7/9/2022,64
7/10/2022,48
7/11/2022,70
7/12/2022,58
7/13/2022,49
7/14/2022,64
7/15/2022,62
7/16/2022,62
7/17/2022,42
7/18/2022,51
7/19/2022,52
7/20/2022,64
7/21/2022,61
7/22/2022,62
7/23/2022,73
7/24/2022,43
7/25/2022,52
7/26/2022,55
7/27/2022,58
7/28/2022,63
7/29/2022,58
7/30/2022,76
7/31/2022,38
8/1/2022,50
8/2/2022,46
8/3/2022,31
8/4/2022,61
8/5/2022,61
8/6/2022,50
8/7/2022,39
8/8/2022,50
8/9/2022,51
8/10/2022,48
8/11/2022,54
8/12/2022,65
8/13/2022,49
8/14/2022,40
8/15/2022,53
8/16/2022,49
8/17/2022,48
8/18/2022,59
8/19/2022,65
8/20/2022,58
8/21/2022,40
8/22/2022,42
8/23/2022,57
8/24/2022,45
8/25/2022,69
8/26/2022,63
8/27/2022,68
8/28/2022,53
8/29/2022,56
8/30/2022,52
8/31/2022,52
9/1/2022,46
9/2/2022,52
9/3/2022,55
9/4/2022,28
9/5/2022,45
9/6/2022,40
9/7/2022,48
9/8/2022,57
9/9/2022,55
9/10/2022,61
9/11/2022,38
9/12/2022,42
9/13/2022,52
9/14/2022,52
9/15/2022,51
9/16/2022,59
9/17/2022,52
9/18/2022,50
9/19/2022,38
9/20/2022,50
9/21/2022,57
9/22/2022,48
9/23/2022,51
9/24/2022,48
9/25/2022,37
9/26/2022,49
9/27/2022,38
9/28/2022,53
9/29/2022,50
9/30/2022,59
10/1/2022,45
10/2/2022,41
10/3/2022,43
10/4/2022,35
10/5/2022,41
10/6/2022,57
10/7/2022,58
10/8/2022,52
10/9/2022,31
10/10/2022,48
10/11/2022,45
10/12/2022,43
10/13/2022,57
10/14/2022,64
10/15/2022,53
10/16/2022,37
10/17/2022,34
10/18/2022,44
10/19/2022,39
10/20/2022,57
10/21/2022,51
10/22/2022,53
10/23/2022,27
10/24/2022,44
10/25/2022,53
10/26/2022,41
10/27/2022,39
10/28/2022,38
10/29/2022,44
10/30/2022,39
10/31/2022,54
11/1/2022,38
11/2/2022,63
11/3/2022,50
11/4/2022,50
11/5/2022,42
11/6/2022,52
11/7/2022,32
11/8/2022,43
11/9/2022,48
11/10/2022,70
11/11/2022,55
11/12/2022,62
11/13/2022,40
11/14/2022,43
11/15/2022,49
11/16/2022,51
11/17/2022,43
11/18/2022,48
11/19/2022,61
11/20/2022,32
11/21/2022,49
11/22/2022,52
11/23/2022,61
11/24/2022,55
11/25/2022,55
11/26/2022,47
11/27/2022,38
11/28/2022,46
11/29/2022,42
11/30/2022,48
12/1/2022,45
12/2/2022,32
12/3/2022,30
12/4/2022,26
12/5/2022,33
12/6/2022,43
12/7/2022,30
12/8/2022,53
12/9/2022,50
12/10/2022,55
12/11/2022,27
12/12/2022,38
12/13/2022,22
12/14/2022,30
12/15/2022,42
12/16/2022,46
12/17/2022,35
12/18/2022,30
12/19/2022,54
12/20/2022,22
12/21/2022,41
12/22/2022,49
12/23/2022,37
12/24/2022,36
12/25/2022,33
12/26/2022,35
12/27/2022,40
12/28/2022,30
12/29/2022,32
12/30/2022,30
12/31/2022,35
